	"salary"	"age"	"elevel"	"car"	"zipcode"	"credit"	"predictedBrand"
"3697"	59827.41466	20	4	3	6	171977.9957	"Acer"
"3698"	122421.8053	62	1	1	8	324262.0496	"Sony"
"3699"	68098.54624	61	0	9	2	264449.0278	"Acer"
"3700"	47724.60327	45	1	11	1	464824.1462	"Sony"
"3701"	85848.12282	48	0	6	1	369954.5314	"Acer"
"3702"	68993.98667	78	3	20	5	220040.3876	"Acer"
"3703"	92682.4014	20	1	15	7	419822.5549	"Acer"
"3704"	120211.0137	74	4	5	7	91715.96133	"Sony"
"3705"	94786.07618	50	1	10	3	193383.5067	"Acer"
"3706"	94414.29992	37	1	16	3	265306.7934	"Acer"
"3707"	118952.3692	33	4	7	5	259298.3569	"Sony"
"3708"	125905.3125	80	2	1	1	0	"Sony"
"3709"	73995.03224	57	4	7	2	289331.3602	"Sony"
"3710"	21763.34827	36	0	2	2	289439.1693	"Sony"
"3711"	90421.00614	44	4	10	5	499474.7771	"Acer"
"3712"	50451.51424	52	2	17	8	295827.0466	"Sony"
"3713"	94545.01388	27	3	2	2	421131.3217	"Acer"
"3714"	82811.88034	61	0	7	8	79527.72416	"Sony"
"3715"	67270.98203	73	3	3	6	16420.84359	"Acer"
"3716"	132773.0258	24	3	5	6	400782.3065	"Sony"
"3717"	100253.5435	72	4	13	2	304837.736	"Sony"
"3718"	124659.1081	76	2	3	2	459075.8276	"Sony"
"3719"	112019.6108	59	4	1	2	81740.75535	"Acer"
"3720"	80235.32528	37	0	2	4	37767.33651	"Acer"
"3721"	101611.9276	78	3	16	5	107746.749	"Sony"
"3722"	121416.9995	68	2	2	1	37567.09109	"Sony"
"3723"	101555.2775	26	1	2	1	401579.946	"Sony"
"3724"	63943.10126	57	3	14	8	107384.1802	"Sony"
"3725"	124144.7664	47	2	7	1	414808.805	"Sony"
"3726"	120162.4022	36	0	10	1	179329.8071	"Sony"
"3727"	72095.68092	20	2	17	8	21981.16486	"Acer"
"3728"	61713.66489	61	2	7	3	235274.9985	"Acer"
"3729"	20000	46	2	15	2	119997.1385	"Sony"
"3730"	77877.71665	66	0	8	8	486976.3999	"Sony"
"3731"	112290.6919	25	0	3	4	182672.7863	"Sony"
"3732"	136513.5877	24	2	13	8	137840.8115	"Sony"
"3733"	150000	75	4	13	3	235041.3278	"Sony"
"3734"	67472.45768	55	1	17	1	321967.8008	"Sony"
"3735"	24256.16646	44	4	15	5	125429.0475	"Sony"
"3736"	39607.9904	60	3	5	2	27550.09026	"Sony"
"3737"	25906.27103	28	2	2	2	15185.14967	"Sony"
"3738"	47814.87151	28	0	13	6	339042.0759	"Sony"
"3739"	30628.50823	31	4	12	3	360195.4706	"Sony"
"3740"	66953.87812	66	3	9	2	69887.52071	"Acer"
"3741"	39169.97787	26	4	6	8	214654.3009	"Sony"
"3742"	33530.93412	54	1	12	1	177643.3591	"Sony"
"3743"	134503.0592	75	2	17	6	366905.831	"Sony"
"3744"	66027.89513	51	1	19	6	85339.59965	"Sony"
"3745"	129727.7399	41	4	3	6	330638.4809	"Sony"
"3746"	74532.57496	26	4	14	0	339172.3174	"Acer"
"3747"	39320.19093	31	0	17	2	185276.1961	"Sony"
"3748"	45873.72536	27	0	12	8	368189.8552	"Sony"
"3749"	97042.08403	71	4	11	4	442397.9033	"Sony"
"3750"	110643.2383	58	1	8	0	439619.1621	"Acer"
"3751"	139434.6277	77	1	13	2	31448.04398	"Sony"
"3752"	83473.63254	69	1	3	0	357757.1223	"Sony"
"3753"	91967.24561	74	0	9	6	140187.4037	"Sony"
"3754"	67550.03768	64	0	9	5	480523.7307	"Acer"
"3755"	77002.4323	77	0	13	0	187384.1365	"Sony"
"3756"	100550.7702	49	3	10	2	428567.1318	"Acer"
"3757"	92753.03938	20	2	1	0	137804.0384	"Acer"
"3758"	133413.0836	62	1	13	8	454775.8034	"Sony"
"3759"	109175.9547	75	4	7	8	75996.94868	"Sony"
"3760"	133695.8084	68	2	15	8	344837.9347	"Sony"
"3761"	31639.18213	24	2	3	7	226789.1969	"Sony"
"3762"	33777.82198	46	4	15	5	299446.0624	"Sony"
"3763"	68785.1395	78	4	3	3	128098.1871	"Acer"
"3764"	144679.3276	73	0	5	7	310276.8614	"Sony"
"3765"	96349.97719	59	4	13	6	38885.74004	"Acer"
"3766"	22051.86456	78	0	7	7	357903.5685	"Sony"
"3767"	94074.93105	36	1	8	2	449423.2977	"Acer"
"3768"	62148.34405	28	2	1	5	26859.67988	"Acer"
"3769"	25481.64956	56	0	13	4	111871.4925	"Sony"
"3770"	97285.20001	53	4	1	8	244133.2797	"Acer"
"3771"	80155.67568	41	0	10	5	434647.3843	"Acer"
"3772"	101054.6407	78	1	7	6	417051.609	"Sony"
"3773"	106968.9554	45	4	19	0	389657.1877	"Acer"
"3774"	142004.8891	32	3	16	7	116536.4227	"Sony"
"3775"	91748.30373	44	2	12	6	193884.6514	"Acer"
"3776"	42058.43291	70	1	10	2	473623.1307	"Acer"
"3777"	68532.95194	74	3	11	8	110691.7019	"Acer"
"3778"	82346.07467	31	1	1	6	111361.9433	"Acer"
"3779"	129747.6633	75	3	16	4	74062.45791	"Sony"
"3780"	37267.47553	57	4	8	6	464634.6594	"Sony"
"3781"	81765.55177	63	0	7	6	443724.4288	"Sony"
"3782"	28370.24636	31	3	5	4	68153.03218	"Sony"
"3783"	91236.2604	40	1	19	4	464451.7991	"Acer"
"3784"	135893.5316	72	3	1	0	211774.9877	"Sony"
"3785"	28587.68195	63	4	9	6	383127.56	"Sony"
"3786"	143013.3926	75	4	19	6	465442.5715	"Sony"
"3787"	69922.45607	20	3	20	0	344522.9834	"Acer"
"3788"	63216.23526	65	0	10	3	2159.499146	"Acer"
"3789"	70184.79401	25	3	13	8	494974.568	"Acer"
"3790"	71476.18211	56	4	1	2	42650.79703	"Sony"
"3791"	85959.56578	41	2	5	6	14888.97539	"Acer"
"3792"	35603.85225	34	2	17	3	389704.3699	"Sony"
"3793"	128142.5385	40	3	12	5	0	"Sony"
"3794"	140237.0935	20	0	14	2	92319.07046	"Sony"
"3795"	105488.5931	71	3	13	2	168788.4497	"Sony"
"3796"	102306.8579	50	2	2	0	417509.3204	"Acer"
"3797"	54682.17665	35	0	19	4	108682.0747	"Acer"
"3798"	135197.8139	68	2	17	8	243287.7349	"Sony"
"3799"	145450.3436	33	2	10	5	131961.3604	"Sony"
"3800"	78250.89095	35	4	19	1	472502.745	"Acer"
"3801"	29587.62207	80	4	18	6	388762.548	"Acer"
"3802"	56572.66753	42	3	19	4	92007.39852	"Sony"
"3803"	148692.8458	40	3	10	8	105549.263	"Sony"
"3804"	70553.30297	71	0	7	4	281309.3162	"Acer"
"3805"	90661.77587	49	3	8	8	246820.9497	"Acer"
"3806"	139274.9289	37	1	6	5	224154.8607	"Sony"
"3807"	42223.96334	52	2	11	6	376177.3004	"Sony"
"3808"	92920.38719	79	1	2	5	88405.46129	"Sony"
"3809"	121807.2701	42	0	20	2	83143.65791	"Acer"
"3810"	121626.2925	76	0	14	0	320342.6629	"Sony"
"3811"	37342.47565	26	0	4	8	457099.3919	"Sony"
"3812"	44138.72848	67	4	4	4	332151.3991	"Acer"
"3813"	129634.0365	50	0	12	7	143755.8826	"Sony"
"3814"	148736.3121	44	3	19	5	152543.6416	"Sony"
"3815"	60027.33259	45	2	14	1	208623.6313	"Sony"
"3816"	65120.2267	30	3	13	8	201534.6487	"Acer"
"3817"	127810.1261	76	2	10	0	335513.0778	"Sony"
"3818"	47045.1734	40	2	4	0	92166.54095	"Sony"
"3819"	127892.9405	67	0	12	0	322070.7868	"Sony"
"3820"	60023.69956	32	2	7	1	127039.8762	"Acer"
"3821"	89957.94356	37	3	20	4	8683.661752	"Acer"
"3822"	116372.9287	49	4	8	5	379338.4821	"Acer"
"3823"	129832.48	43	4	17	7	301515.2515	"Sony"
"3824"	73637.06985	67	1	14	8	175537.4995	"Acer"
"3825"	65801.19177	36	3	4	2	253767.6314	"Acer"
"3826"	140683.6304	41	4	9	3	35159.16032	"Sony"
"3827"	48874.50751	35	4	1	2	99047.65765	"Acer"
"3828"	120430.0311	29	3	6	0	369745.0878	"Sony"
"3829"	129356.5299	46	4	5	1	124310.2638	"Sony"
"3830"	91011.79006	66	1	7	6	352916.4017	"Sony"
"3831"	64060.42223	27	4	3	3	315223.4761	"Acer"
"3832"	105921.3563	24	3	12	5	214979.9221	"Sony"
"3833"	99767.68615	35	3	3	2	418235.2525	"Sony"
"3834"	34561.11664	35	3	1	1	41777.94511	"Sony"
"3835"	132815.0338	49	4	3	3	347580.2894	"Sony"
"3836"	124958.6191	77	0	15	8	59936.24338	"Sony"
"3837"	95321.65824	54	1	9	3	106877.5946	"Acer"
"3838"	38520.38884	69	4	19	2	324860.0023	"Acer"
"3839"	118644.5588	31	2	15	5	406063.3396	"Sony"
"3840"	59895.85661	27	1	3	5	242868.6991	"Acer"
"3841"	41736.06897	38	0	19	1	492094.3984	"Sony"
"3842"	26709.06156	72	0	1	5	456974.2306	"Acer"
"3843"	58948.5996	43	0	12	1	206491.6369	"Sony"
"3844"	48101.18572	75	3	2	7	144272.8544	"Acer"
"3845"	120026.6336	20	3	1	0	157551.6504	"Sony"
"3846"	149142.3679	56	1	3	1	349297.9786	"Sony"
"3847"	113156.2899	36	1	10	2	465816.4345	"Sony"
"3848"	73273.87455	72	1	14	8	245235.2441	"Acer"
"3849"	127905.2199	55	3	5	0	262522.3224	"Sony"
"3850"	88058.16709	46	1	20	1	263299.421	"Acer"
"3851"	60259.85363	32	3	2	6	284728.1677	"Acer"
"3852"	65044.63954	69	1	18	3	479522.687	"Acer"
"3853"	66552.75597	79	2	17	8	116927.113	"Acer"
"3854"	47647.27516	63	0	4	3	343390.8921	"Acer"
"3855"	143773.1957	53	2	3	5	430551.2134	"Sony"
"3856"	30877.50287	51	1	6	6	213999.7425	"Sony"
"3857"	141353.3992	48	2	8	5	192256.3548	"Sony"
"3858"	138185.8462	61	3	17	2	284711.9371	"Sony"
"3859"	42579.66712	34	4	3	3	392029.5012	"Sony"
"3860"	64199.73586	76	0	10	2	292283.4052	"Acer"
"3861"	150000	73	0	19	6	190469.6991	"Sony"
"3862"	28250.92253	54	0	15	0	356554.7728	"Sony"
"3863"	79095.42995	65	0	7	6	350724.0177	"Sony"
"3864"	61438.30397	73	2	4	3	187089.6797	"Acer"
"3865"	150000	38	2	2	2	78666.23627	"Sony"
"3866"	88090.61309	71	3	4	1	66374.65354	"Sony"
"3867"	132677.9011	33	0	20	1	470087.0751	"Sony"
"3868"	73996.89024	35	4	1	4	59235.67276	"Acer"
"3869"	126426.5621	77	1	5	0	449262.6432	"Sony"
"3870"	47481.16778	80	1	1	1	159547.3419	"Acer"
"3871"	52724.08134	63	1	11	7	23786.41431	"Acer"
"3872"	38163.67259	79	4	4	8	357990.1893	"Acer"
"3873"	107964.7253	23	0	14	0	307275.0033	"Sony"
"3874"	39867.58689	63	2	3	5	297107.5707	"Acer"
"3875"	66301.64993	36	2	7	3	26874.5496	"Acer"
"3876"	131505.5812	27	3	2	4	424886.6186	"Sony"
"3877"	34935.08712	68	1	1	3	282746.5202	"Acer"
"3878"	77941.25718	43	3	20	4	448350.6442	"Acer"
"3879"	28001.20344	52	3	4	8	57272.48285	"Sony"
"3880"	92220.40145	77	1	8	6	334287.6987	"Sony"
"3881"	105510.5664	37	4	6	1	214383.0109	"Sony"
"3882"	100628.0173	58	3	1	0	282254.4457	"Acer"
"3883"	37131.71309	44	2	17	6	22410.91637	"Sony"
"3884"	54913.74055	80	1	5	2	286696.1403	"Acer"
"3885"	106013.9979	55	0	15	7	430927.2805	"Acer"
"3886"	99268.79343	50	3	11	2	445088.8499	"Acer"
"3887"	43491.17516	76	0	6	4	118002.3614	"Acer"
"3888"	86681.13938	31	2	2	8	114910.904	"Acer"
"3889"	60255.14171	23	0	3	5	278284.4804	"Acer"
"3890"	104551.1768	20	4	17	3	477384.8425	"Sony"
"3891"	94529.0828	63	4	8	0	341396.6649	"Sony"
"3892"	75519.10123	52	0	6	7	367258.6103	"Acer"
"3893"	49360.91256	49	1	14	0	311615.6636	"Sony"
"3894"	42864.75816	30	0	6	2	51189.29673	"Sony"
"3895"	69550.93264	42	3	17	3	199237.5357	"Sony"
"3896"	69247.05965	62	2	2	6	63198.20603	"Acer"
"3897"	100434.6828	35	1	18	4	429705.4228	"Sony"
"3898"	116342.5232	49	1	8	6	391053.7791	"Acer"
"3899"	131798.3912	53	1	9	7	439391.1603	"Sony"
"3900"	145807.6852	32	1	11	2	399150.9944	"Sony"
"3901"	23374.80455	53	2	2	7	203711.8182	"Sony"
"3902"	28928.7915	44	0	3	5	130392.0263	"Sony"
"3903"	136691.2472	53	4	19	3	200929.3309	"Sony"
"3904"	80430.96133	41	1	3	3	474302.6838	"Acer"
"3905"	145794.9716	78	2	20	7	268456.572	"Sony"
"3906"	93024.34832	61	3	12	1	3401.796684	"Sony"
"3907"	145051.6996	35	4	18	7	90487.77614	"Sony"
"3908"	106529.1892	79	1	2	2	268936.9942	"Sony"
"3909"	109988.6332	79	2	17	8	477065.5138	"Sony"
"3910"	141456.9376	51	2	8	6	456088.7889	"Sony"
"3911"	135208.418	37	3	13	3	276739.1801	"Sony"
"3912"	115880.802	62	3	8	6	382924.9661	"Sony"
"3913"	71803.01394	65	1	14	3	27456.40765	"Acer"
"3914"	109574.5254	66	1	19	0	414366.6303	"Sony"
"3915"	74420.67811	53	3	7	7	35201.59032	"Acer"
"3916"	136148.7808	57	4	18	4	105655.5031	"Sony"
"3917"	72758.63465	35	4	4	2	413268.807	"Acer"
"3918"	51942.09795	56	1	19	4	243818.897	"Sony"
"3919"	62196.77282	25	4	9	6	88660.73437	"Acer"
"3920"	36698.90048	28	4	1	2	70476.15143	"Sony"
"3921"	23905.30302	75	4	9	8	139004.2975	"Acer"
"3922"	140918.7751	37	4	5	2	367644.9645	"Sony"
"3923"	141911.2609	24	1	9	7	289701.9178	"Sony"
"3924"	82453.11384	76	4	3	7	172647.2926	"Sony"
"3925"	139572.6104	25	4	13	5	376709.347	"Sony"
"3926"	128464.7759	24	0	1	0	423140.4066	"Sony"
"3927"	123578.7422	59	0	15	7	444413.9235	"Sony"
"3928"	78838.5601	31	0	3	5	128409.3082	"Acer"
"3929"	53979.27866	58	0	2	3	292188.9852	"Sony"
"3930"	75781.5463	74	3	13	3	448358.2312	"Acer"
"3931"	130811.1408	75	3	9	4	500000	"Sony"
"3932"	102537.5612	72	3	13	5	203314.661	"Sony"
"3933"	118269.5455	24	2	9	3	185514.0876	"Sony"
"3934"	100371.2066	54	3	3	1	372114.5502	"Acer"
"3935"	102175.476	53	2	14	7	41121.56971	"Acer"
"3936"	55284.20195	69	4	8	7	255692.4425	"Acer"
"3937"	118319.0936	48	4	7	7	318761.708	"Acer"
"3938"	107904.0039	59	2	6	1	43107.57158	"Acer"
"3939"	32307.70015	28	1	5	2	283941.1068	"Sony"
"3940"	101888.5392	63	3	16	5	42942.12813	"Sony"
"3941"	104764.3481	40	2	2	3	2804.338032	"Acer"
"3942"	84105.16083	52	1	6	4	227422.7609	"Acer"
"3943"	50161.21107	30	0	14	0	167170.4758	"Acer"
"3944"	43589.68223	43	3	2	2	84588.00698	"Sony"
"3945"	52244.61715	27	0	10	7	415296.008	"Acer"
"3946"	52015.61915	25	3	2	7	238313.3406	"Acer"
"3947"	36844.64533	80	3	5	8	90192.14151	"Acer"
"3948"	141809.0755	69	3	14	6	408780.4529	"Sony"
"3949"	131655.4229	50	3	17	1	208901.8149	"Sony"
"3950"	122349.8585	64	2	20	6	488700.2316	"Sony"
"3951"	58917.54839	73	4	9	2	37282.81253	"Acer"
"3952"	83943.81689	20	4	9	0	279738.9538	"Acer"
"3953"	72430.90459	24	2	7	1	453569.8135	"Acer"
"3954"	101182.9568	26	2	8	7	146468.5968	"Sony"
"3955"	111283.526	77	1	17	7	475738.2734	"Sony"
"3956"	101592.893	47	2	19	8	352877.9464	"Acer"
"3957"	112924.0366	44	1	8	5	297975.0074	"Acer"
"3958"	35465.485	66	3	3	6	402904.9839	"Acer"
"3959"	24783.35813	56	1	6	1	252561.5938	"Sony"
"3960"	141607.623	21	0	12	4	455923.986	"Sony"
"3961"	150000	56	1	6	7	375320.7966	"Sony"
"3962"	36532.48227	51	4	15	4	438115.2064	"Sony"
"3963"	50366.0859	46	0	2	4	406552.1236	"Sony"
"3964"	103835.2944	45	2	13	1	0	"Acer"
"3965"	88808.05074	65	3	15	3	251387.4229	"Sony"
"3966"	29717.91049	71	3	16	5	80537.4643	"Acer"
"3967"	27044.57826	32	4	8	4	85687.4185	"Sony"
"3968"	142067.9194	33	0	8	0	335993.0956	"Sony"
"3969"	45305.19274	46	0	11	1	145445.9465	"Sony"
"3970"	75734.29273	69	1	12	7	78499.42319	"Acer"
"3971"	145112.3853	73	4	3	8	15798.23115	"Sony"
"3972"	106729.9279	54	1	20	7	370537.6494	"Acer"
"3973"	82493.35559	54	1	4	2	465963.0028	"Acer"
"3974"	24723.05471	57	1	16	6	159074.8914	"Sony"
"3975"	76260.54528	43	0	2	5	12807.45199	"Acer"
"3976"	57619.44899	68	2	20	4	353220.0405	"Acer"
"3977"	68453.73705	66	4	8	6	454830.3406	"Acer"
"3978"	52913.30218	26	4	8	2	279986.3137	"Acer"
"3979"	77989.59079	30	4	2	4	349815.92	"Acer"
"3980"	89063.6667	51	4	17	0	496693.4379	"Acer"
"3981"	121123.2912	74	0	2	3	304850.4239	"Sony"
"3982"	39744.60567	64	2	12	1	418202.0434	"Acer"
"3983"	116909.1403	20	2	19	5	133782.1485	"Sony"
"3984"	100537.8248	25	3	1	8	80701.82857	"Sony"
"3985"	93751.40997	54	4	10	8	202234.3566	"Acer"
"3986"	90922.3866	76	2	17	3	46759.12062	"Sony"
"3987"	131857.4844	37	0	1	0	414849.6129	"Sony"
"3988"	56214.09977	40	4	9	5	373785.6079	"Acer"
"3989"	81107.66001	38	3	17	6	169078.5909	"Acer"
"3990"	62361.92765	27	2	2	1	355235.4282	"Acer"
"3991"	110472.5164	78	3	3	3	98067.79268	"Sony"
"3992"	140791.0151	45	2	18	7	103943.7919	"Sony"
"3993"	76011.31057	34	0	20	4	386751.3109	"Acer"
"3994"	39548.11404	60	4	7	1	337215.2844	"Sony"
"3995"	134750.3227	41	2	19	4	350465.3708	"Sony"
"3996"	97963.55347	55	4	16	5	191280.5483	"Acer"
"3997"	97175.11115	62	4	19	3	360085.9847	"Sony"
"3998"	94012.37288	78	3	19	2	499617.2122	"Sony"
"3999"	23241.92441	34	4	1	6	3454.241618	"Sony"
"4000"	69145.4838	47	4	14	5	387909.6448	"Sony"
"4001"	25384.07504	29	3	15	8	274712.9776	"Sony"
"4002"	72434.34017	62	3	15	1	382323.2881	"Acer"
"4003"	141553.2447	40	2	11	2	103832.5432	"Sony"
"4004"	136716.3372	35	1	7	5	405207.8807	"Sony"
"4005"	26468.529	52	1	16	8	234574.7515	"Sony"
"4006"	86318.10194	41	1	14	4	337993.8126	"Acer"
"4007"	136977.7006	36	4	9	6	164364.0582	"Sony"
"4008"	150000	32	2	4	7	204987.9257	"Sony"
"4009"	133497.2327	76	2	16	8	229260.8622	"Sony"
"4010"	102955.3141	67	1	2	2	149646.8885	"Sony"
"4011"	114283.1577	59	4	3	0	478563.5241	"Acer"
"4012"	81551.82406	65	0	13	8	218809.4222	"Sony"
"4013"	52732.30612	25	3	13	0	15751.89216	"Acer"
"4014"	37916.40299	68	3	18	3	25216.98972	"Acer"
"4015"	130990.9711	35	0	4	0	83019.45794	"Sony"
"4016"	150000	47	1	4	5	160053.5534	"Sony"
"4017"	43801.65003	43	2	8	2	15337.17014	"Sony"
"4018"	67471.22737	32	2	6	0	393472.8652	"Acer"
"4019"	100940.1406	52	1	12	4	426437.1116	"Acer"
"4020"	55386.0723	65	4	17	8	376788.8433	"Acer"
"4021"	37620.29771	35	4	9	0	12594.33626	"Sony"
"4022"	139352.191	63	0	4	3	148610.4239	"Sony"
"4023"	29948.80765	54	1	17	3	218626.8802	"Sony"
"4024"	83984.59055	26	0	15	0	251701.3223	"Acer"
"4025"	142475.0343	46	0	18	0	206400.6106	"Sony"
"4026"	64465.57457	77	1	18	3	87808.48698	"Acer"
"4027"	147327.1024	62	1	13	7	19738.49574	"Sony"
"4028"	125296.8506	77	3	20	4	332720.8574	"Sony"
"4029"	42185.98184	53	0	16	3	231132.3438	"Sony"
"4030"	54545.02375	20	3	20	0	137966.3636	"Acer"
"4031"	102646.7695	58	3	18	1	225905.1417	"Acer"
"4032"	39076.07951	65	3	16	4	103360.5409	"Acer"
"4033"	142158.162	42	3	8	4	149063.1285	"Sony"
"4034"	106954.0245	35	4	17	5	156633.8293	"Sony"
"4035"	25406.27426	22	1	11	5	127685.2047	"Sony"
"4036"	27352.77416	68	1	17	8	406955.4849	"Acer"
"4037"	37343.66664	51	4	3	1	300837.5102	"Sony"
"4038"	118306.5142	34	2	11	4	74986.67311	"Sony"
"4039"	101419.0922	37	0	1	4	373081.9731	"Sony"
"4040"	80871.54791	59	1	5	7	47924.59338	"Acer"
"4041"	20000	39	0	3	6	229223.9263	"Sony"
"4042"	85242.30841	49	1	16	5	356308.8982	"Acer"
"4043"	20000	69	2	18	2	292311.8769	"Sony"
"4044"	69324.19747	80	2	2	4	31749.81052	"Acer"
"4045"	69157.45585	77	4	19	0	437854.5781	"Acer"
"4046"	51176.04591	38	0	11	6	135948.101	"Sony"
"4047"	109508.3855	26	4	17	7	304631.6637	"Sony"
"4048"	52929.79279	52	4	20	4	284943.1038	"Sony"
"4049"	134325.2429	35	1	3	2	103656.4648	"Sony"
"4050"	37571.18584	78	2	20	5	275451.5049	"Acer"
"4051"	75549.09653	61	4	6	6	457016.3313	"Acer"
"4052"	133723.4444	49	3	17	1	42532.57291	"Sony"
"4053"	143413.4518	72	1	20	4	221091.6325	"Sony"
"4054"	85325.99064	27	1	5	2	393789.8876	"Acer"
"4055"	46346.32987	69	1	15	3	174097.073	"Acer"
"4056"	112888.5745	67	4	4	8	203435.7807	"Sony"
"4057"	143662.9174	24	4	20	5	334000.9763	"Sony"
"4058"	58885.14585	52	4	19	3	236830.7015	"Sony"
"4059"	53315.85162	30	4	1	7	127995.7369	"Acer"
"4060"	71377.82836	30	3	17	8	402268.5538	"Acer"
"4061"	88539.59811	77	4	4	7	293494.7324	"Sony"
"4062"	65372.30978	70	4	15	0	382876.2868	"Acer"
"4063"	48242.65103	68	0	12	3	269889.4182	"Acer"
"4064"	97925.94272	45	3	18	0	143984.8561	"Acer"
"4065"	134696.2011	70	0	4	5	230101.1682	"Sony"
"4066"	36393.01726	21	4	2	0	313658.4083	"Sony"
"4067"	112616.3241	39	0	7	4	234322.4881	"Sony"
"4068"	100138.7228	75	1	3	3	197941.7497	"Sony"
"4069"	34820.20609	63	0	17	3	314080.5393	"Acer"
"4070"	129578.7046	72	4	7	4	451826.7264	"Sony"
"4071"	57861.57609	26	0	17	1	441808.2908	"Acer"
"4072"	39803.43196	26	4	19	7	149669.2078	"Sony"
"4073"	142168.9343	65	3	10	8	73660.79722	"Sony"
"4074"	51444.5133	43	1	16	6	186909.98	"Sony"
"4075"	35449.8942	61	2	4	5	68136.14685	"Acer"
"4076"	106886.515	53	1	7	3	405434.2874	"Acer"
"4077"	36231.63896	63	1	7	5	216594.1243	"Acer"
"4078"	148870.7311	59	2	8	7	448220.4003	"Sony"
"4079"	56001.20672	52	2	16	6	107293.2183	"Sony"
"4080"	62143.03189	45	0	18	7	463572.6825	"Sony"
"4081"	150000	25	4	18	6	427811.6304	"Sony"
"4082"	62272.05745	56	2	7	2	332641.5521	"Sony"
"4083"	150000	32	2	1	8	263079.8437	"Sony"
"4084"	112868.9024	70	4	1	5	158124.8587	"Sony"
"4085"	57902.69834	61	0	18	2	373039.9074	"Acer"
"4086"	100739.4185	58	2	3	2	173432.2536	"Acer"
"4087"	48465.78211	66	1	19	5	471601.7364	"Acer"
"4088"	51197.52681	35	0	18	7	182594.3844	"Acer"
"4089"	70377.31367	42	1	15	6	112292.6761	"Sony"
"4090"	108093.8475	28	1	11	7	181442.9782	"Sony"
"4091"	100105.7854	46	3	10	3	355197.4571	"Acer"
"4092"	103479.5071	25	0	7	7	500000	"Sony"
"4093"	77115.81041	46	3	15	2	62565.82382	"Acer"
"4094"	36946.10198	46	3	1	1	222460.3968	"Sony"
"4095"	103599.7064	35	3	1	1	211744.3992	"Sony"
"4096"	70427.09279	62	1	6	7	305082.1461	"Acer"
"4097"	33417.38679	72	2	4	8	438929.2477	"Acer"
"4098"	99134.29988	66	1	5	3	444367.1364	"Sony"
"4099"	87798.76646	54	0	2	0	134859.0819	"Acer"
"4100"	142798.2718	34	1	8	6	109728.6668	"Sony"
"4101"	119291.2271	24	4	1	2	364882.3916	"Sony"
"4102"	107416.6551	43	2	8	3	225179.0827	"Acer"
"4103"	118883.2828	41	1	5	4	162389.767	"Acer"
"4104"	30980.97769	20	0	10	4	468239.5624	"Sony"
"4105"	127178.2444	30	1	5	5	168531.8567	"Sony"
"4106"	110941.4248	56	1	17	2	397228.2157	"Acer"
"4107"	98865.90648	63	1	17	4	218184.1293	"Sony"
"4108"	95016.26603	62	2	17	0	84770.35947	"Sony"
"4109"	57784.71744	28	1	16	6	447823.9005	"Acer"
"4110"	68617.82211	31	2	16	2	358245.1856	"Acer"
"4111"	50753.20374	71	2	12	3	156032.6083	"Acer"
"4112"	35051.22101	73	4	1	3	52807.721	"Acer"
"4113"	122203.444	30	0	14	4	292843.9125	"Sony"
"4114"	147220.1721	53	0	15	4	464412.2698	"Sony"
"4115"	84943.89358	29	4	19	5	76558.15278	"Acer"
"4116"	82582.40164	67	3	6	6	424899.03	"Sony"
"4117"	49887.56186	24	4	12	6	128053.4426	"Acer"
"4118"	46135.05143	77	1	4	3	116433.1225	"Acer"
"4119"	133149.5581	58	4	19	3	165146.3181	"Sony"
"4120"	20533.84534	35	1	15	2	158295.5107	"Sony"
"4121"	116644.0015	41	0	1	2	170133.9517	"Acer"
"4122"	96282.69552	41	4	14	4	170996.0469	"Acer"
"4123"	104598.8737	27	1	16	1	35110.36651	"Sony"
"4124"	26242.31401	80	0	20	6	194284.4766	"Acer"
"4125"	93876.61834	36	4	12	3	227482.3702	"Acer"
"4126"	24461.78723	45	3	10	4	373651.6154	"Sony"
"4127"	96579.88872	76	2	10	1	312783.4403	"Sony"
"4128"	34021.316	43	1	12	1	75010.66281	"Sony"
"4129"	38579.25353	73	1	5	1	407826.4936	"Acer"
"4130"	77637.91873	79	4	7	5	0	"Sony"
"4131"	88716.11255	57	3	18	4	433600.5192	"Acer"
"4132"	77596.08829	73	1	10	3	146710.0387	"Sony"
"4133"	150000	24	1	9	4	306360.3409	"Sony"
"4134"	111190.4797	56	2	20	1	134509.4324	"Acer"
"4135"	23231.69913	48	1	12	6	79814.87834	"Sony"
"4136"	134350.4368	34	0	11	8	139108.726	"Sony"
"4137"	20000	42	0	4	4	251565.7933	"Sony"
"4138"	140062.5126	36	4	18	8	264468.1944	"Sony"
"4139"	104812.9743	51	2	16	4	167932.1699	"Acer"
"4140"	107120.8205	54	1	3	7	33774.34751	"Acer"
"4141"	72934.75515	35	0	20	1	353091.8872	"Acer"
"4142"	29300.24543	72	0	11	2	171734.2965	"Acer"
"4143"	83327.43392	54	3	10	0	378942.3566	"Acer"
"4144"	51233.81346	37	4	17	7	337102.6138	"Sony"
"4145"	22680.73859	43	0	12	4	12305.42046	"Sony"
"4146"	68886.28603	78	4	6	8	71778.9853	"Acer"
"4147"	145359.9332	73	4	1	4	11973.25864	"Sony"
"4148"	34461.51634	30	3	5	1	335696.5498	"Sony"
"4149"	124094.5137	37	1	5	1	263329.0235	"Sony"
